,dew_point,mean_temp,slp,tempC,dewC,rh,specHum,hi
1981-01-01,71.90,76.00,1010.30,24.44,22.17,86.89,1.67,24.83
1981-01-02,72.70,75.60,1009.10,24.22,22.61,90.54,1.72,24.64
1981-01-03,72.00,77.50,1009.50,25.28,22.22,82.86,1.68,25.65
1981-01-05,70.70,74.80,1011.20,23.78,21.50,86.83,1.60,24.13
1981-01-06,71.60,80.60,1011.40,27.00,22.00,73.63,1.65,29.16
1981-01-07,72.50,76.10,1011.60,24.50,22.50,88.40,1.70,24.91
1981-01-09,72.50,75.20,1009.30,24.00,22.50,91.16,1.71,24.42
1981-01-10,73.70,75.70,1009.20,24.28,23.17,93.39,1.78,24.74
1981-01-11,71.90,75.50,1010.50,24.17,22.17,88.38,1.67,24.56
1981-01-12,68.90,73.40,1012.70,23.00,20.50,85.56,1.50,23.29
1981-01-13,66.20,74.00,1011.50,23.33,19.00,76.24,1.37,23.52
1981-01-14,69.80,73.40,1011.30,23.00,21.00,88.29,1.55,23.33
1981-01-15,70.60,75.20,1011.20,24.00,21.44,85.36,1.59,24.34
1981-01-16,71.20,77.50,1011.90,25.28,21.78,80.60,1.63,25.62
1981-01-17,69.80,75.00,1012.50,23.89,21.00,83.59,1.55,24.20
1981-01-18,69.20,74.90,1012.70,23.83,20.67,82.14,1.52,24.12
1981-01-19,69.20,75.20,1013.40,24.00,20.67,81.30,1.51,24.29
1981-01-20,67.60,78.10,1014.60,25.61,19.78,69.67,1.43,25.83
1981-01-21,71.30,74.30,1012.80,23.50,21.83,90.19,1.63,23.88
1981-01-22,68.50,74.40,1012.70,23.56,20.28,81.53,1.48,23.83
1981-01-23,70.00,76.80,1012.00,24.89,21.11,79.17,1.56,25.19
1981-01-24,73.70,77.30,1011.20,25.17,23.17,88.45,1.77,25.61
1981-01-25,73.00,74.50,1011.10,23.61,22.78,94.98,1.73,24.06
1981-01-26,70.70,80.00,1012.20,26.67,21.50,72.82,1.60,28.50
1981-01-27,71.90,73.70,1013.60,23.17,22.17,93.99,1.66,23.58
1981-01-28,73.00,75.90,1012.90,24.39,22.78,90.55,1.73,24.82
1981-01-29,72.60,79.10,1013.00,26.17,22.56,80.15,1.71,26.55
1981-01-30,71.10,79.30,1013.40,26.28,21.72,75.59,1.62,26.61
1981-01-31,73.40,78.10,1013.20,25.61,23.00,85.21,1.75,26.03
1981-02-01,75.20,78.50,1013.20,25.83,24.00,89.41,1.86,26.32
1981-02-02,74.80,79.20,1012.20,26.22,23.78,86.15,1.84,28.41
1981-02-03,74.20,80.60,1010.80,27.00,23.44,80.53,1.81,29.79
1981-02-04,71.90,79.60,1012.20,26.44,22.17,76.94,1.67,28.36
1981-02-05,71.60,77.30,1014.30,25.17,22.00,82.28,1.65,25.53
1981-02-06,71.40,79.90,1013.10,26.61,21.89,74.86,1.64,28.54
1981-02-07,72.30,75.90,1012.10,24.39,22.39,88.40,1.69,24.79
1981-02-08,72.20,76.10,1012.10,24.50,22.33,87.49,1.68,24.89
1981-02-09,74.30,78.50,1012.50,25.83,23.50,86.70,1.81,26.28
1981-02-10,72.50,77.60,1012.90,25.33,22.50,84.02,1.70,25.72
1981-02-11,68.80,76.20,1012.20,24.56,20.44,77.49,1.50,24.82
1981-02-12,70.10,77.80,1011.70,25.44,21.17,76.80,1.57,25.75
1981-02-13,72.90,76.50,1009.90,24.72,22.72,88.42,1.73,25.14
1981-02-14,72.50,77.30,1009.90,25.17,22.50,84.88,1.70,25.56
1981-02-15,74.60,77.00,1009.00,25.00,23.67,92.15,1.83,25.48
1981-02-16,75.20,81.00,1010.30,27.22,24.00,82.22,1.87,30.48
1981-02-17,75.20,80.60,1010.60,27.00,24.00,83.33,1.87,30.06
1981-02-18,74.20,78.30,1010.80,25.72,23.44,86.99,1.81,26.17
1981-02-19,75.20,79.90,1011.20,26.61,24.00,85.30,1.87,29.29
1981-02-20,74.30,80.40,1012.50,26.89,23.50,81.34,1.81,29.61
1981-02-21,73.40,80.30,1012.30,26.83,23.00,79.14,1.75,29.30
1981-02-22,73.80,81.00,1012.40,27.22,23.22,78.37,1.78,30.07
1981-02-23,76.10,81.50,1012.30,27.50,24.50,83.38,1.92,31.31
1981-02-24,74.80,83.50,1012.30,28.61,23.78,74.64,1.84,32.69
1981-02-25,69.60,78.40,1013.30,25.78,20.89,73.96,1.54,26.06
1981-02-26,71.20,78.40,1014.50,25.78,21.78,78.19,1.62,26.11
1981-02-27,73.10,80.60,1014.10,27.00,22.83,77.54,1.73,29.51
1981-02-28,72.30,78.10,1015.80,25.61,22.39,82.04,1.68,25.99
1981-03-01,71.90,75.50,1016.70,24.17,22.17,88.38,1.66,24.56
1981-03-02,71.60,77.00,1016.40,25.00,22.00,83.12,1.64,25.36
1981-03-03,73.40,80.20,1016.50,26.78,23.00,79.40,1.75,29.21
1981-03-04,72.90,80.30,1016.00,26.83,22.72,77.79,1.72,29.19
1981-03-05,72.40,78.80,1015.90,26.00,22.44,80.41,1.69,26.38
1981-03-06,72.70,80.60,1016.30,27.00,22.61,76.48,1.71,29.42
1981-03-07,73.60,79.50,1015.50,26.39,23.11,81.85,1.76,28.55
1981-03-08,75.60,78.80,1015.10,26.00,24.22,89.73,1.89,26.50
1981-03-09,72.40,79.80,1015.20,26.56,22.44,77.75,1.69,28.63
1981-03-10,73.10,79.70,1015.70,26.50,22.83,79.92,1.73,28.66
1981-03-11,72.50,81.70,1015.20,27.61,22.50,73.22,1.70,30.30
1981-03-12,72.10,80.40,1016.00,26.89,22.28,75.42,1.67,29.10
1981-03-13,74.90,78.80,1016.00,26.00,23.83,87.61,1.84,26.47
1981-03-14,74.10,81.00,1014.10,27.22,23.39,79.18,1.79,30.15
1981-03-15,74.70,77.50,1014.70,25.28,23.72,90.92,1.83,25.76
1981-03-16,75.50,81.90,1012.70,27.72,24.17,80.61,1.88,31.50
1981-03-17,74.20,80.90,1011.30,27.17,23.44,79.72,1.80,30.08
1981-03-18,75.50,82.70,1010.10,28.17,24.17,78.49,1.89,32.27
1981-03-19,74.30,82.20,1011.70,27.89,23.50,76.60,1.81,31.33
1981-03-20,73.60,82.20,1012.70,27.89,23.11,74.79,1.77,31.08
1981-03-21,75.90,82.00,1011.50,27.78,24.39,81.44,1.91,31.75
1981-03-22,71.90,81.40,1010.20,27.44,22.17,72.44,1.67,29.89
1981-03-23,73.80,83.80,1010.30,28.78,23.22,71.41,1.78,32.50
1981-03-24,74.10,87.10,1010.70,30.61,23.39,64.74,1.80,35.18
1981-03-25,74.00,85.70,1010.80,29.83,23.33,67.54,1.79,34.08
1981-03-26,75.60,83.10,1010.00,28.39,24.22,77.73,1.90,32.69
1981-03-27,74.70,84.70,1010.70,29.28,23.72,71.49,1.84,33.65
1981-03-28,76.00,84.50,1011.00,29.17,24.44,75.23,1.92,34.16
1981-03-29,76.10,81.50,1010.90,27.50,24.50,83.38,1.93,31.31
1981-03-30,74.00,85.70,1010.90,29.83,23.33,67.54,1.79,34.08
1981-03-31,74.90,81.90,1010.30,27.72,23.83,78.98,1.85,31.28
1981-04-01,75.90,83.50,1009.90,28.61,24.39,77.49,1.91,33.21
1981-04-02,75.50,80.90,1010.80,27.17,24.17,83.34,1.89,30.47
1981-04-03,74.90,80.60,1010.30,27.00,23.83,82.48,1.85,29.98
1981-04-04,76.30,83.80,1009.70,28.78,24.61,77.78,1.94,33.69
1981-04-05,76.50,83.20,1008.90,28.44,24.72,79.88,1.96,33.22
1981-04-06,74.90,86.30,1008.50,30.17,23.83,68.30,1.85,35.03
1981-04-07,76.70,83.70,1010.30,28.72,24.83,79.10,1.97,33.80
1981-04-08,74.90,84.50,1012.00,29.17,23.83,72.46,1.85,33.58
1981-04-09,74.90,80.60,1011.30,27.00,23.83,82.48,1.85,29.98
1981-04-10,75.40,82.00,1010.60,27.78,24.11,80.07,1.88,31.56
1981-04-11,75.60,81.70,1010.80,27.61,24.22,81.43,1.89,31.34
1981-04-12,76.70,84.50,1011.30,29.17,24.83,77.04,1.97,34.55
1981-04-13,77.00,82.80,1011.80,28.22,25.00,82.33,1.98,33.06
1981-04-14,75.20,80.20,1012.00,26.78,24.00,84.45,1.87,29.62
1981-04-15,74.70,83.70,1011.40,28.72,23.72,73.89,1.84,32.81
1981-04-16,73.40,81.00,1011.30,27.22,23.00,77.31,1.76,29.96
1981-04-17,74.70,81.90,1011.10,27.72,23.72,78.44,1.84,31.20
1981-04-18,76.10,82.00,1012.30,27.78,24.50,82.00,1.92,31.83
1981-04-19,77.30,83.90,1010.60,28.83,25.17,80.19,2.01,34.32
1981-04-20,75.20,84.20,1010.00,29.00,24.00,73.93,1.87,33.48
1981-04-21,75.70,81.90,1009.10,27.72,24.28,81.16,1.90,31.58
1981-04-22,76.10,82.90,1010.50,28.28,24.50,79.59,1.93,32.73
1981-04-23,76.10,82.40,1011.50,28.00,24.50,80.92,1.93,32.24
1981-04-24,76.60,84.70,1010.50,29.28,24.78,76.27,1.96,34.67
1981-04-26,77.00,86.00,1011.00,30.00,25.00,74.08,1.99,36.06
1981-04-27,77.00,82.00,1011.20,27.78,25.00,84.54,1.99,32.21
1981-04-30,75.80,84.80,1011.30,29.33,24.33,73.98,1.91,34.31
1981-05-01,75.50,84.50,1011.80,29.17,24.17,73.96,1.89,33.89
1981-05-02,77.00,81.30,1011.20,27.39,25.00,86.54,1.99,31.52
1981-05-04,74.50,83.80,1009.70,28.78,23.61,73.15,1.83,32.81
1981-05-05,9999.90,74.30,1009.60,23.50,5537.72,3419291394.04,62017794.12,-15838123239913870.00
1981-05-06,75.20,83.70,1008.80,28.72,24.00,75.16,1.87,33.05
1981-05-07,76.60,81.70,1009.30,27.61,24.78,84.24,1.96,31.72
1981-05-08,75.20,83.30,1009.00,28.50,24.00,76.17,1.87,32.69
1981-05-09,77.90,82.90,1008.00,28.28,25.50,84.59,2.05,33.62
1981-05-10,77.80,82.10,1008.70,27.83,25.44,86.58,2.04,32.76
1981-05-11,76.70,82.40,1008.20,28.00,24.83,82.58,1.97,32.50
1981-05-12,76.60,84.20,1006.30,29.00,24.78,77.54,1.97,34.22
1981-05-13,78.10,85.10,1006.50,29.50,25.61,79.20,2.07,35.97
1981-05-14,77.90,87.40,9999.90,30.78,25.50,72.96,0.21,37.88
1981-05-15,77.90,87.20,1006.00,30.67,25.50,73.43,2.06,37.71
1981-05-17,78.80,86.00,1006.80,30.00,26.00,78.73,2.12,37.31
1981-05-18,77.40,87.30,1007.00,30.72,25.22,71.97,2.02,37.43
1981-05-19,78.30,86.00,1008.30,30.00,25.72,77.41,2.08,36.95
1981-05-20,77.00,83.10,1009.00,28.39,25.00,81.51,1.99,33.37
1981-05-21,77.00,83.20,1009.60,28.44,25.00,81.24,1.99,33.47
1981-05-22,78.50,85.70,1009.40,29.83,25.83,78.71,2.09,36.81
1981-05-23,78.20,83.90,1009.60,28.83,25.67,82.67,2.07,34.84
1981-05-24,77.60,86.00,1010.50,30.00,25.33,75.60,2.03,36.46
1981-05-25,76.30,85.60,1010.50,29.78,24.61,73.30,1.94,35.28
1981-05-26,78.10,86.70,1010.20,30.39,25.61,75.15,2.06,37.43
1981-05-27,77.90,84.70,1009.70,29.28,25.50,79.71,2.05,35.46
1981-05-28,76.40,80.00,1009.50,26.67,24.67,88.56,1.95,29.68
1981-05-29,77.00,81.90,1008.70,27.72,25.00,84.83,1.99,32.10
1981-05-30,77.90,83.00,1009.00,28.33,25.50,84.31,2.05,33.73
1981-05-31,77.40,81.30,1009.50,27.39,25.22,87.72,2.02,31.74
1981-06-01,76.60,85.10,1009.30,29.50,24.78,75.28,1.96,35.03
1981-06-02,76.10,82.40,1009.90,28.00,24.50,80.92,1.93,32.24
1981-06-03,77.30,82.70,1008.90,28.17,25.17,83.44,2.01,33.10
1981-06-04,77.70,85.30,1008.70,29.61,25.39,77.62,2.04,35.89
1981-06-05,77.60,85.70,1008.40,29.83,25.33,76.35,2.03,36.19
1981-06-06,78.50,86.00,1007.60,30.00,25.83,77.93,2.10,37.09
1981-06-07,78.80,88.50,1007.10,31.39,26.00,72.56,2.12,39.51
1981-06-08,77.40,90.30,1007.00,32.39,25.22,65.29,2.02,39.81
1981-06-09,79.70,86.90,1006.80,30.50,26.50,78.79,2.18,38.85
1981-06-10,78.50,88.70,1007.00,31.50,25.83,71.36,2.10,39.43
1981-06-11,77.70,88.50,1007.00,31.39,25.39,69.91,2.04,38.63
1981-06-12,79.10,87.30,1005.50,30.72,26.17,76.21,2.14,38.73
1981-06-13,77.90,86.60,1005.10,30.33,25.50,74.89,2.06,37.19
1981-06-14,76.70,85.40,1006.40,29.67,24.83,74.79,1.97,35.35
1981-06-15,77.00,84.50,1006.60,29.17,25.00,77.83,1.99,34.72
1981-06-16,77.00,83.80,1006.00,28.78,25.00,79.65,2.00,34.06
1981-06-17,77.80,85.20,1005.70,29.56,25.44,78.14,2.05,35.87
1981-06-18,75.50,82.10,1006.00,27.83,24.17,80.08,1.90,31.70
1981-06-19,77.30,84.20,1007.10,29.00,25.17,79.40,2.01,34.61
1981-06-20,78.80,85.60,1007.80,29.78,26.00,79.77,2.12,36.93
1981-06-21,77.00,79.70,1008.80,26.50,25.00,91.30,1.99,29.44
1981-06-22,76.60,82.40,1009.00,28.00,24.78,82.30,1.96,32.46
1981-06-23,76.30,85.40,1010.10,29.67,24.61,73.78,1.94,35.11
1981-06-24,76.10,82.60,1011.30,28.11,24.50,80.38,1.93,32.44
1981-06-25,75.20,77.90,1011.00,25.50,24.00,91.24,1.87,25.99
1981-06-26,73.40,79.20,1010.50,26.22,23.00,82.11,1.76,26.63
1981-06-27,77.00,83.50,1010.50,28.61,25.00,80.44,1.99,33.76
1981-06-28,76.40,80.90,1010.60,27.17,24.67,85.93,1.95,30.82
1981-06-29,75.60,81.30,1009.60,27.39,24.22,82.52,1.90,30.92
1981-06-30,75.90,77.40,1006.80,25.22,24.39,95.04,1.92,25.75
1981-07-01,75.70,80.20,1008.00,26.78,24.28,85.90,1.91,29.82
1981-07-02,74.90,78.80,1007.70,26.00,23.83,87.61,1.85,26.47
1981-07-03,74.70,77.30,1006.70,25.17,23.72,91.53,1.84,25.65
1981-07-04,76.00,80.60,1008.90,27.00,24.44,85.63,1.92,30.33
1981-07-05,76.40,80.60,1010.30,27.00,24.67,86.80,1.95,30.53
1981-07-06,76.40,83.30,1009.60,28.50,24.67,79.34,1.95,33.26
1981-07-07,76.70,80.00,1008.10,26.67,24.83,89.47,1.97,29.76
