,dew_point,mean_temp,slp,tempC,dewC,rh,specHum,hi
1981-01-01,72.20,76.40,1013.20,24.67,22.33,86.61,1.68,25.06
1981-01-02,72.40,77.00,1010.90,25.00,22.44,85.45,1.70,25.39
1981-01-03,69.80,76.10,1009.70,24.50,21.00,80.51,1.55,24.80
1981-01-04,70.50,73.00,1012.20,22.78,21.39,91.72,1.59,23.14
1981-01-05,68.70,72.70,1013.50,22.61,20.39,87.04,1.49,22.91
1981-01-06,68.50,76.20,1012.90,24.56,20.28,76.68,1.48,24.81
1981-01-07,70.10,74.20,1012.80,23.44,21.17,86.80,1.56,23.78
1981-01-08,70.60,74.40,1012.70,23.56,21.44,87.72,1.59,23.91
1981-01-09,71.10,74.90,1012.20,23.83,21.72,87.75,1.62,24.20
1981-01-10,70.60,75.70,1010.90,24.28,21.44,83.92,1.59,24.61
1981-01-11,68.50,71.60,1012.90,22.00,20.28,89.78,1.48,22.30
1981-01-12,67.70,74.00,1011.90,23.33,19.83,80.37,1.44,23.58
1981-01-13,65.10,76.60,1013.80,24.78,18.39,67.11,1.31,24.92
1981-01-14,66.00,71.60,1011.80,22.00,18.89,82.22,1.36,22.20
1981-01-15,68.00,72.50,1010.90,22.50,20.00,85.52,1.46,22.77
1981-01-16,67.70,71.90,1012.10,22.17,19.83,86.39,1.44,22.43
1981-01-17,63.90,69.10,1012.80,20.61,17.72,83.25,1.26,20.76
1981-01-18,66.70,69.30,1013.30,20.72,19.28,91.29,1.39,20.98
1981-01-19,66.50,69.80,1015.00,21.00,19.17,89.08,1.38,21.24
1981-01-20,64.40,72.80,1015.20,22.67,18.00,74.54,1.28,22.80
1981-01-21,68.00,74.20,1014.20,23.44,20.00,80.67,1.45,23.70
1981-01-22,67.50,73.70,1014.10,23.17,19.72,80.63,1.43,23.41
1981-01-23,67.10,72.70,1013.70,22.61,19.50,82.29,1.41,22.84
1981-01-24,67.70,73.10,1013.50,22.83,19.83,82.89,1.44,23.08
1981-01-25,67.60,72.10,1013.90,22.28,19.78,85.50,1.43,22.54
1981-01-26,67.40,72.20,1014.60,22.33,19.67,84.61,1.42,22.58
1981-01-27,67.70,70.10,1014.70,21.17,19.83,91.96,1.44,21.45
1981-01-28,69.80,72.20,1014.20,22.33,21.00,92.02,1.55,22.68
1981-01-29,70.30,73.40,1013.60,23.00,21.28,89.84,1.57,23.35
1981-01-30,71.90,73.90,1014.20,23.28,22.17,93.35,1.66,23.69
1981-01-31,71.20,77.00,1015.00,25.00,21.78,81.98,1.62,25.35
1981-02-01,70.70,77.00,1014.30,25.00,21.50,80.57,1.59,25.33
1981-02-02,70.30,75.50,1014.00,24.17,21.28,83.61,1.57,24.49
1981-02-03,71.00,77.90,1012.60,25.50,21.67,78.97,1.61,25.83
1981-02-04,72.10,77.00,1013.80,25.00,22.28,84.57,1.67,25.38
1981-02-05,71.80,75.40,1014.00,24.11,22.11,88.38,1.66,24.50
1981-02-06,70.90,75.20,1013.50,24.00,21.61,86.25,1.61,24.35
