,dew_point,mean_temp,slp,tempC,dewC,rh,specHum,hi
1981-01-02,72.30,73.80,1011.80,23.22,22.39,94.97,1.69,23.65
1981-01-03,66.80,69.20,1016.10,20.67,19.33,91.93,1.39,20.93
1981-01-04,66.20,69.10,1015.80,20.61,19.00,90.32,1.36,20.85
1981-01-05,66.90,69.40,1016.50,20.78,19.39,91.61,1.39,21.04
1981-01-06,69.80,73.00,1015.00,22.78,21.00,89.52,1.54,23.11
1981-01-07,71.60,74.80,1013.00,23.78,22.00,89.58,1.65,24.16
1981-01-08,71.10,74.80,1014.00,23.78,21.72,88.05,1.62,24.14
1981-01-09,71.60,74.90,1013.00,23.83,22.00,89.28,1.65,24.22
1981-01-10,69.20,74.00,1014.20,23.33,20.67,84.70,1.51,23.63
1981-01-13,64.90,71.10,1016.50,21.72,18.28,80.46,1.30,21.89
1981-01-15,66.70,72.10,1013.70,22.28,19.28,82.84,1.39,22.50
1981-01-16,65.30,68.90,1015.60,20.50,18.50,88.10,1.32,20.70
1981-01-17,62.80,68.50,1018.00,20.28,17.11,81.74,1.20,20.39
1981-01-18,64.00,69.80,1015.70,21.00,17.78,81.53,1.26,21.14
1981-01-19,66.60,71.20,1016.00,21.78,19.22,85.15,1.38,22.01
1981-01-20,67.10,71.20,1015.30,21.78,19.50,86.67,1.40,22.03
1981-01-22,68.40,73.40,1015.40,23.00,20.22,84.08,1.47,23.28
1981-01-23,68.00,70.70,1015.70,21.50,20.00,91.01,1.45,21.79
1981-01-24,68.00,73.80,1017.10,23.22,20.00,81.78,1.45,23.48
1981-01-25,65.80,74.80,1018.20,23.78,18.78,73.14,1.34,23.95
1981-01-27,68.50,71.30,1018.30,21.83,20.28,90.71,1.47,22.14
1981-01-28,68.70,74.50,1016.10,23.61,20.39,81.82,1.48,23.89
1981-01-30,70.70,74.00,1014.60,23.33,21.50,89.24,1.59,23.69
1981-01-31,70.20,77.00,1015.00,25.00,21.22,79.18,1.57,25.31
1981-02-01,71.60,76.10,1014.70,24.50,22.00,85.70,1.64,24.87
1981-02-02,73.40,76.10,1013.40,24.50,23.00,91.18,1.75,24.94
1981-02-03,71.60,73.70,1011.90,23.17,22.00,93.02,1.65,23.57
1981-02-04,70.40,71.90,1015.20,22.17,21.33,94.94,1.58,22.54
1981-02-05,70.20,72.50,1015.90,22.50,21.22,92.35,1.56,22.86
1981-02-06,70.70,73.10,1014.80,22.83,21.50,92.04,1.59,23.20
1981-02-07,66.20,73.80,1014.10,23.22,19.00,76.76,1.36,23.41
1981-02-08,70.10,73.70,1014.60,23.17,21.17,88.31,1.56,23.51
1981-02-09,66.90,72.70,1015.60,22.61,19.39,81.71,1.39,22.84
1981-02-10,69.80,75.70,1013.30,24.28,21.00,81.61,1.55,24.58
1981-02-11,66.70,73.00,1013.80,22.78,19.28,80.31,1.39,22.99
1981-02-12,68.30,74.00,1011.70,23.33,20.17,82.08,1.47,23.60
